,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
427,Adult,No,Travel_Rarely,Very High,Sales,High,1,Life Sciences,2,Female,High,3,2.0,Sales Executive,3,Married,Low,1,No,20.0,4.0,1.0,0,Low,3,2,High,5,1.0,3.0
428,Adult,No,Travel_Rarely,Very High,Research & Development,Low,4,Life Sciences,2,Male,Low,3,2.0,Research Scientist,4,Married,Medium,9,No,17.0,3.0,2.0,1,Medium,3,2,Low,2,2.0,1.0
429,Adult,No,Travel_Rarely,High,Research & Development,Medium,4,Life Sciences,3,Male,Medium,1,1.0,Laboratory Technician,3,Divorced,Low,1,No,14.0,3.0,3.0,1,Medium,4,3,High,7,1.0,7.0
430,Adult,No,Travel_Rarely,High,Sales,Low,3,Life Sciences,3,Male,Medium,3,2.0,Sales Executive,3,Married,High,1,No,17.0,3.0,2.0,1,Medium,3,3,High,7,7.0,7.0
431,Elderly,No,Travel_Rarely,High,Research & Development,Medium,3,Life Sciences,3,Female,Very High,2,3.0,Manufacturing Director,2,Divorced,High,8,Yes,12.0,3.0,3.0,1,Very High,4,3,Very High,11,14.0,10.0
432,Elderly,Yes,Travel_Rarely,Low,Sales,High,4,Marketing,1,Male,Very High,4,4.0,Sales Executive,3,Single,Medium,6,Yes,17.0,3.0,3.0,0,Very High,2,2,Very High,7,3.0,8.0
433,Adult,No,Travel_Frequently,High,Research & Development,Low,4,Life Sciences,2,Male,High,1,1.0,Research Scientist,4,Divorced,High,1,No,18.0,3.0,4.0,1,Medium,5,3,Very High,7,2.0,8.0
434,Senior Citizen,Yes,Travel_Rarely,Low,Research & Development,High,4,Life Sciences,2,Female,High,3,1.0,Research Scientist,2,Married,Low,9,Yes,18.0,3.0,1.0,3,Medium,2,3,Medium,4,4.0,3.0
435,Adult,No,Travel_Rarely,High,Research & Development,Medium,4,Life Sciences,3,Female,High,2,1.0,Research Scientist,4,Married,High,1,No,13.0,3.0,3.0,1,Low,2,2,Low,2,0.0,2.0
436,Adult,No,Non-Travel,High,Research & Development,Low,3,Medical,3,Female,Medium,3,1.0,Laboratory Technician,4,Single,Low,0,No,14.0,3.0,3.0,0,High,2,2,Very High,7,6.0,7.0
437,Adult,No,Non-Travel,Medium,Research & Development,Low,4,Medical,1,Female,High,3,3.0,Research Director,4,Divorced,Medium,2,Yes,18.0,3.0,1.0,2,High,2,3,Medium,2,0.0,2.0
438,Adult,No,Travel_Rarely,High,Research & Development,Low,4,Life Sciences,1,Male,Very High,3,4.0,Manager,1,Divorced,High,2,No,11.0,3.0,1.0,1,Very High,3,3,Very High,7,11.0,16.0
439,Adult,No,Travel_Rarely,High,Research & Development,Low,3,Medical,4,Female,Medium,2,2.0,Laboratory Technician,4,Married,Medium,0,No,12.0,3.0,2.0,1,Medium,0,3,High,7,0.0,0.0
440,Adult,Yes,Non-Travel,Medium,Research & Development,Low,3,Life Sciences,1,Female,Medium,2,1.0,Laboratory Technician,1,Single,High,2,Yes,23.0,4.0,2.0,0,High,2,4,Low,0,0.0,0.0
441,Adult,No,Travel_Rarely,Low,Human Resources,Low,3,Human Resources,1,Male,High,2,2.0,Human Resources,1,Married,High,3,No,12.0,3.0,4.0,0,Medium,1,3,Low,2,1.0,0.0
442,Adult,No,Travel_Rarely,Medium,Sales,High,2,Marketing,2,Male,Medium,2,2.0,Sales Executive,2,Married,Medium,1,No,14.0,3.0,1.0,2,Low,2,3,Medium,2,0.0,3.0
443,Elderly,No,Travel_Rarely,Medium,Research & Development,High,3,Life Sciences,1,Male,Low,3,3.0,Healthcare Representative,3,Married,High,1,No,17.0,3.0,2.0,1,Medium,1,3,Very High,9,0.0,9.0
444,Adult,No,Travel_Frequently,Very High,Sales,Low,3,Medical,3,Male,Medium,2,2.0,Sales Executive,1,Single,Medium,1,No,12.0,3.0,2.0,0,Medium,2,3,High,7,0.0,7.0
445,Elderly,No,Travel_Rarely,Low,Research & Development,Very High,3,Medical,2,Male,Medium,1,2.0,Laboratory Technician,4,Single,Medium,4,No,19.0,3.0,1.0,0,Very High,3,3,Low,0,0.0,0.0
446,Adult,No,Travel_Rarely,High,Sales,Very High,2,Marketing,3,Male,Very High,2,3.0,Sales Executive,1,Divorced,Low,2,No,11.0,3.0,1.0,1,High,2,3,High,7,1.0,7.0
447,Elderly,No,Travel_Rarely,Low,Sales,Medium,2,Marketing,4,Male,Very High,3,5.0,Manager,3,Married,Low,6,No,13.0,3.0,2.0,0,Very High,3,4,Low,0,0.0,0.0
448,Adult,No,Travel_Rarely,Very High,Research & Development,Low,3,Life Sciences,3,Female,Medium,3,2.0,Healthcare Representative,4,Divorced,Medium,4,No,17.0,3.0,4.0,1,High,3,3,Medium,3,0.0,3.0
449,Adult,No,Travel_Rarely,High,Research & Development,Very High,3,Technical Degree,3,Male,Medium,3,1.0,Research Scientist,2,Married,Medium,0,Yes,16.0,3.0,4.0,1,Low,3,2,Medium,2,1.0,1.0
450,Young Adult,Yes,Travel_Frequently,Medium,Sales,High,3,Marketing,4,Female,Medium,3,1.0,Sales Representative,4,Single,High,1,Yes,14.0,3.0,2.0,0,Low,3,3,Low,2,0.0,2.0
451,Adult,Yes,Non-Travel,High,Research & Development,Very High,4,Technical Degree,4,Male,Very High,1,1.0,Research Scientist,1,Married,Medium,1,Yes,23.0,4.0,2.0,1,Low,2,3,Medium,2,3.0,0.0
452,Adult,No,Travel_Rarely,Very High,Sales,High,4,Marketing,4,Female,High,3,2.0,Sales Executive,3,Divorced,Low,1,Yes,12.0,3.0,4.0,1,Low,2,4,Medium,2,0.0,3.0
453,Elderly,No,Travel_Rarely,Medium,Sales,Very High,1,Medical,1,Female,Very High,3,3.0,Manager,3,Married,Very High,3,No,21.0,4.0,2.0,1,High,3,1,Low,0,0.0,0.0
454,Elderly,No,Non-Travel,Low,Sales,Very High,3,Marketing,1,Male,Medium,2,2.0,Sales Executive,1,Married,Very High,1,No,15.0,3.0,1.0,1,Medium,2,3,Very High,7,4.0,5.0
455,Adult,No,Non-Travel,Medium,Research & Development,Low,3,Life Sciences,4,Male,High,3,2.0,Laboratory Technician,4,Married,Medium,1,Yes,15.0,3.0,4.0,1,Medium,2,3,High,8,5.0,8.0
456,Adult,Yes,Travel_Rarely,High,Human Resources,Medium,4,Human Resources,3,Male,High,3,1.0,Human Resources,1,Divorced,Very High,4,Yes,22.0,4.0,4.0,0,Medium,3,3,Low,2,0.0,2.0
457,Elderly,No,Travel_Rarely,High,Research & Development,Low,3,Medical,4,Female,Medium,3,4.0,Research Director,4,Single,Low,6,No,19.0,3.0,4.0,0,Very High,3,2,Very High,7,12.0,7.0
458,Adult,Yes,Travel_Rarely,High,Research & Development,Low,3,Medical,3,Male,Very High,3,2.0,Manufacturing Director,2,Married,Low,4,No,11.0,3.0,1.0,2,Medium,2,3,Medium,2,1.0,4.0
459,Adult,No,Travel_Rarely,High,Research & Development,High,3,Medical,1,Female,High,3,3.0,Manufacturing Director,3,Single,Low,9,No,14.0,3.0,2.0,0,Medium,3,3,High,7,0.0,2.0
460,Elderly,No,Travel_Frequently,High,Research & Development,Low,1,Life Sciences,4,Male,High,3,3.0,Manufacturing Director,2,Married,High,3,No,18.0,3.0,2.0,1,Very High,4,3,Low,2,1.0,2.0
461,Adult,Yes,Travel_Frequently,Low,Research & Development,High,3,Medical,2,Male,Very High,3,1.0,Laboratory Technician,1,Single,High,2,Yes,11.0,3.0,3.0,0,Low,2,2,Low,0,0.0,0.0
462,Adult,No,Travel_Rarely,Low,Research & Development,High,3,Medical,2,Female,Very High,1,3.0,Research Director,3,Married,Low,3,No,12.0,3.0,1.0,1,Very High,3,3,Very High,16,1.0,11.0
463,Adult,No,Travel_Rarely,Medium,Sales,Medium,5,Marketing,4,Male,Very High,3,2.0,Sales Executive,4,Married,Very High,4,No,12.0,3.0,3.0,1,Medium,3,2,Medium,3,0.0,3.0
464,Adult,Yes,Travel_Frequently,Medium,Research & Development,High,3,Medical,1,Male,High,3,3.0,Manufacturing Director,3,Divorced,Very High,6,No,11.0,3.0,2.0,2,Very High,5,3,Low,0,0.0,0.0
465,Adult,No,Travel_Rarely,High,Sales,Medium,4,Life Sciences,1,Female,High,3,2.0,Sales Executive,4,Married,Very High,1,No,11.0,3.0,1.0,2,Medium,2,3,Very High,0,0.0,2.0
466,Elderly,No,Travel_Frequently,Medium,Sales,Very High,3,Life Sciences,4,Male,Medium,2,2.0,Sales Executive,4,Married,Very High,3,No,18.0,3.0,3.0,1,Medium,5,3,Low,2,2.0,2.0
467,Adult,No,Travel_Rarely,High,Research & Development,Very High,3,Technical Degree,4,Male,Medium,3,2.0,Manufacturing Director,4,Married,Low,3,No,18.0,3.0,1.0,1,Medium,3,1,High,7,1.0,7.0
468,Senior Citizen,No,Travel_Frequently,Very High,Research & Development,Very High,4,Life Sciences,1,Male,Very High,3,4.0,Research Director,3,Married,Very High,2,Yes,14.0,3.0,2.0,0,Very High,3,3,Low,2,2.0,2.0
469,Adult,No,Travel_Rarely,Low,Research & Development,Low,2,Medical,4,Female,Medium,2,3.0,Manufacturing Director,3,Married,Medium,3,Yes,19.0,3.0,4.0,1,Medium,6,4,Medium,4,0.0,2.0
470,Elderly,No,Travel_Rarely,High,Research & Development,Low,4,Technical Degree,2,Male,Very High,2,1.0,Research Scientist,4,Married,Low,8,No,20.0,4.0,2.0,1,Very High,2,4,Medium,2,0.0,4.0
471,Young Adult,No,Travel_Rarely,Medium,Sales,Low,1,Technical Degree,3,Male,High,3,1.0,Sales Representative,1,Divorced,Medium,3,No,13.0,3.0,3.0,1,Low,3,3,Low,0,0.0,0.0
472,Adult,No,Travel_Rarely,High,Research & Development,Medium,4,Life Sciences,3,Female,Low,2,2.0,Research Scientist,2,Divorced,High,6,No,15.0,3.0,3.0,1,High,3,3,Low,0,0.0,0.0
473,Adult,No,Travel_Rarely,Very High,Research & Development,Very High,3,Other,4,Male,High,2,1.0,Laboratory Technician,1,Divorced,High,1,No,11.0,3.0,1.0,2,Medium,3,3,High,7,0.0,7.0
474,Adult,No,Travel_Rarely,High,Research & Development,Medium,4,Medical,1,Male,Medium,2,1.0,Research Scientist,4,Single,High,0,No,13.0,3.0,4.0,0,Low,0,3,Medium,2,1.0,1.0
475,Adult,No,Travel_Frequently,High,Sales,Medium,3,Life Sciences,4,Female,Low,3,2.0,Sales Executive,2,Married,Medium,0,No,17.0,3.0,3.0,1,Low,3,3,Low,2,0.0,2.0
476,Elderly,No,Travel_Rarely,Medium,Research & Development,Medium,4,Other,2,Male,Medium,2,4.0,Research Director,4,Divorced,Low,4,Yes,14.0,3.0,3.0,1,Very High,3,2,Low,0,0.0,0.0
477,Adult,No,Travel_Frequently,High,Sales,Medium,4,Marketing,1,Female,High,3,3.0,Sales Executive,1,Married,Medium,2,No,14.0,3.0,4.0,2,Medium,3,3,Low,2,2.0,2.0
478,Adult,Yes,Travel_Rarely,Very High,Research & Development,High,1,Life Sciences,3,Female,High,3,1.0,Laboratory Technician,4,Married,Very High,1,Yes,11.0,3.0,4.0,0,Low,4,2,Low,1,0.0,0.0
479,Elderly,No,Travel_Rarely,Very High,Sales,High,4,Marketing,4,Female,High,3,2.0,Sales Executive,4,Single,Low,3,No,12.0,3.0,3.0,0,Medium,1,4,Medium,1,0.0,4.0
480,Adult,No,Travel_Frequently,High,Research & Development,Medium,2,Life Sciences,3,Female,Medium,2,3.0,Manufacturing Director,3,Married,Medium,1,No,24.0,4.0,1.0,1,Medium,2,3,Very High,9,8.0,9.0
481,Adult,No,Travel_Frequently,Very High,Research & Development,High,3,Life Sciences,2,Male,Very High,2,2.0,Manufacturing Director,2,Single,Very High,1,No,13.0,3.0,3.0,0,Low,3,3,High,5,0.0,3.0
482,Adult,No,Non-Travel,High,Research & Development,High,2,Medical,3,Male,High,2,3.0,Healthcare Representative,1,Married,Medium,2,Yes,13.0,3.0,3.0,1,Medium,3,3,Medium,0,2.0,3.0
483,Elderly,No,Travel_Frequently,High,Research & Development,High,3,Medical,1,Male,High,3,5.0,Research Director,3,Divorced,Low,2,No,17.0,3.0,2.0,1,Very High,2,4,Very High,16,0.0,11.0
484,Adult,No,Travel_Rarely,Very High,Research & Development,Low,4,Medical,3,Female,Very High,3,1.0,Research Scientist,3,Married,Medium,2,No,14.0,3.0,2.0,3,Very High,2,3,Medium,3,0.0,2.0
485,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,3,Medical,2,Female,Low,1,2.0,Manufacturing Director,1,Divorced,High,0,No,21.0,4.0,2.0,1,Low,5,2,Medium,3,0.0,0.0
486,Adult,No,Travel_Rarely,Medium,Research & Development,High,3,Life Sciences,3,Male,Very High,4,1.0,Research Scientist,3,Married,Very High,6,No,18.0,3.0,1.0,2,Low,2,2,Low,0,0.0,0.0
487,Adult,No,Travel_Frequently,Medium,Research & Development,Medium,3,Medical,1,Female,Very High,3,2.0,Manufacturing Director,3,Single,Low,0,No,13.0,3.0,4.0,0,Medium,2,1,High,2,3.0,8.0
488,Elderly,No,Travel_Rarely,Low,Research & Development,High,2,Life Sciences,1,Male,High,3,1.0,Research Scientist,4,Married,Medium,3,No,21.0,4.0,4.0,2,Medium,3,2,Low,2,0.0,2.0
489,Elderly,No,Travel_Rarely,Medium,Research & Development,Medium,3,Life Sciences,1,Male,Medium,3,5.0,Research Director,3,Single,Low,7,No,13.0,3.0,3.0,0,Very High,5,3,Very High,18,15.0,15.0
490,Adult,No,Travel_Rarely,Low,Research & Development,Medium,3,Life Sciences,1,Male,High,3,1.0,Laboratory Technician,2,Single,Medium,2,No,11.0,3.0,3.0,0,High,4,3,Medium,3,1.0,3.0
491,Elderly,No,Travel_Rarely,Very High,Sales,High,2,Life Sciences,4,Female,Very High,3,4.0,Manager,4,Married,Low,3,No,13.0,3.0,2.0,1,Very High,4,4,High,3,1.0,1.0
492,Adult,No,Travel_Rarely,High,Research & Development,Medium,3,Medical,4,Female,Very High,3,3.0,Manufacturing Director,2,Divorced,Low,0,No,17.0,3.0,2.0,3,Medium,3,2,High,7,1.0,7.0
493,Adult,No,Travel_Rarely,Low,Research & Development,Medium,4,Medical,3,Female,Medium,2,1.0,Research Scientist,2,Married,Medium,6,No,21.0,4.0,4.0,0,Medium,3,3,Low,2,1.0,1.0
494,Elderly,No,Travel_Frequently,Low,Research & Development,Very High,3,Medical,2,Female,Very High,3,5.0,Manager,2,Single,Medium,3,No,22.0,4.0,3.0,0,Very High,4,3,Low,0,0.0,0.0
495,Adult,No,Travel_Rarely,Very High,Sales,Medium,4,Life Sciences,4,Female,Medium,2,2.0,Sales Executive,3,Married,High,4,No,14.0,3.0,3.0,1,Very High,1,4,Very High,11,5.0,9.0
496,Young Adult,No,Travel_Rarely,Low,Research & Development,Very High,3,Life Sciences,2,Female,Medium,4,1.0,Research Scientist,4,Single,Very High,1,Yes,12.0,3.0,4.0,0,Low,2,3,Low,0,0.0,1.0
497,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,3,Medical,4,Male,Medium,3,1.0,Laboratory Technician,2,Single,Low,8,No,22.0,4.0,4.0,0,Low,2,3,Medium,3,1.0,2.0
498,Elderly,Yes,Travel_Rarely,High,Research & Development,High,4,Life Sciences,3,Male,Very High,3,1.0,Research Scientist,3,Single,Medium,1,Yes,11.0,3.0,3.0,0,Low,4,3,High,4,0.0,2.0
499,Adult,No,Travel_Rarely,Very High,Research & Development,Low,4,Life Sciences,4,Female,Low,4,1.0,Research Scientist,3,Single,Medium,3,No,13.0,3.0,3.0,0,Medium,0,3,Low,2,2.0,2.0
500,Adult,No,Travel_Rarely,Medium,Sales,High,4,Marketing,3,Male,High,2,3.0,Sales Executive,3,Divorced,Low,0,Yes,14.0,3.0,2.0,2,Medium,2,3,High,7,2.0,7.0
501,Elderly,No,Travel_Rarely,Low,Research & Development,Low,4,Medical,4,Male,Low,3,5.0,Research Director,4,Divorced,Very High,9,No,17.0,3.0,4.0,2,Very High,0,3,Low,2,2.0,2.0
502,Adult,Yes,Travel_Frequently,Very High,Research & Development,Low,5,Life Sciences,3,Female,Very High,4,3.0,Manufacturing Director,2,Single,Medium,1,No,11.0,3.0,1.0,0,Medium,2,3,Very High,8,4.0,7.0
503,Elderly,No,Travel_Rarely,Medium,Sales,High,4,Marketing,4,Male,Low,3,2.0,Sales Executive,1,Single,Medium,2,No,12.0,3.0,4.0,0,Very High,2,3,High,7,1.0,7.0
504,Adult,No,Travel_Frequently,Very High,Research & Development,Low,3,Life Sciences,3,Female,Very High,3,2.0,Manufacturing Director,2,Divorced,Very High,1,No,20.0,4.0,1.0,1,Low,6,1,High,5,1.0,4.0
505,Elderly,No,Travel_Rarely,Low,Research & Development,Low,3,Other,3,Male,High,4,5.0,Manager,4,Married,High,0,No,11.0,3.0,3.0,1,Very High,2,3,Very High,0,1.0,7.0
506,Elderly,Yes,Travel_Rarely,Medium,Research & Development,Low,5,Technical Degree,3,Female,High,2,3.0,Manufacturing Director,4,Married,High,0,No,16.0,3.0,2.0,1,Very High,4,3,Very High,7,1.0,9.0
507,Adult,No,Travel_Rarely,Low,Research & Development,Very High,1,Life Sciences,1,Male,Medium,3,2.0,Research Scientist,4,Single,Low,7,No,13.0,3.0,1.0,0,Very High,2,3,High,7,1.0,7.0
508,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,3,Other,3,Male,Very High,4,1.0,Laboratory Technician,1,Single,Very High,0,No,12.0,3.0,4.0,0,Medium,2,3,High,7,0.0,7.0
509,Elderly,No,Travel_Rarely,Low,Sales,Low,2,Life Sciences,1,Male,High,3,3.0,Sales Executive,4,Married,High,3,No,14.0,3.0,4.0,1,Very High,4,3,Low,0,1.0,0.0
510,Adult,No,Travel_Rarely,Very High,Sales,Medium,4,Marketing,1,Female,Very High,3,2.0,Sales Executive,2,Single,Very High,3,Yes,16.0,3.0,4.0,0,High,3,3,Medium,4,0.0,1.0
511,Elderly,No,Travel_Rarely,Very High,Sales,Low,5,Marketing,2,Female,High,3,2.0,Sales Executive,1,Divorced,Low,5,Yes,21.0,4.0,3.0,1,Medium,2,2,Medium,3,1.0,3.0
512,Elderly,No,Travel_Rarely,Medium,Sales,Low,4,Marketing,2,Female,Very High,3,5.0,Manager,1,Single,Very High,3,No,12.0,3.0,4.0,0,Very High,2,2,Low,2,2.0,1.0
513,Adult,No,Travel_Rarely,Very High,Research & Development,Low,3,Life Sciences,3,Male,High,3,1.0,Research Scientist,2,Married,Low,0,No,23.0,4.0,4.0,1,Low,3,3,Medium,4,0.0,4.0
514,Elderly,No,Travel_Rarely,Medium,Research & Development,Low,3,Life Sciences,4,Male,High,3,1.0,Research Scientist,4,Married,Very High,3,No,22.0,4.0,1.0,1,High,3,3,Medium,3,1.0,0.0
515,Adult,No,Travel_Rarely,Low,Research & Development,Low,4,Life Sciences,2,Male,Very High,3,1.0,Laboratory Technician,2,Married,Low,3,No,22.0,4.0,3.0,1,Medium,3,3,Medium,2,0.0,3.0
516,Elderly,No,Travel_Rarely,High,Research & Development,Low,4,Medical,2,Male,Very High,4,4.0,Research Director,4,Divorced,Medium,2,No,13.0,3.0,4.0,2,Very High,4,4,High,7,0.0,0.0
517,Adult,No,Travel_Rarely,Low,Research & Development,Very High,3,Life Sciences,2,Male,Very High,3,2.0,Laboratory Technician,3,Divorced,High,1,No,11.0,3.0,1.0,1,Medium,2,3,Very High,8,0.0,2.0
518,Elderly,No,Travel_Rarely,High,Research & Development,Medium,2,Medical,1,Male,Very High,2,5.0,Manager,3,Married,Medium,2,No,13.0,3.0,3.0,1,Very High,2,4,Low,0,0.0,0.0
519,Elderly,Yes,Travel_Frequently,Medium,Sales,Very High,2,Life Sciences,2,Female,High,4,2.0,Sales Executive,3,Single,Medium,4,Yes,12.0,3.0,4.0,0,Medium,2,3,Medium,4,1.0,3.0
520,Adult,Yes,Travel_Rarely,High,Sales,Very High,2,Marketing,3,Male,Low,2,1.0,Sales Representative,2,Married,High,1,Yes,18.0,3.0,3.0,3,Low,2,3,Low,0,0.0,0.0
521,Adult,No,Travel_Rarely,Medium,Research & Development,High,3,Life Sciences,2,Male,Very High,3,1.0,Laboratory Technician,2,Divorced,Low,1,No,14.0,3.0,2.0,2,Low,3,3,Low,0,1.0,0.0
522,Adult,No,Travel_Rarely,Low,Sales,High,2,Life Sciences,1,Female,Very High,3,2.0,Sales Executive,4,Married,Low,1,No,11.0,3.0,3.0,1,Medium,1,3,Very High,7,1.0,9.0
523,Elderly,No,Travel_Rarely,Medium,Research & Development,Low,4,Technical Degree,1,Male,High,3,3.0,Healthcare Representative,2,Divorced,Very High,1,No,12.0,3.0,1.0,3,Medium,4,3,Very High,8,7.0,7.0
524,Elderly,No,Travel_Rarely,Low,Research & Development,High,3,Life Sciences,2,Male,Medium,3,2.0,Laboratory Technician,2,Divorced,Medium,8,No,18.0,3.0,3.0,1,Very High,2,1,Very High,9,0.0,15.0
525,Adult,Yes,Travel_Frequently,Medium,Sales,Very High,1,Life Sciences,3,Male,High,1,1.0,Sales Representative,4,Single,Low,1,Yes,14.0,3.0,4.0,0,Low,4,3,Low,0,1.0,0.0
526,Young Adult,No,Travel_Rarely,High,Research & Development,Medium,3,Medical,1,Male,Medium,4,1.0,Research Scientist,1,Married,Medium,2,No,16.0,3.0,1.0,1,Low,3,4,Low,2,0.0,2.0
527,Elderly,No,Travel_Rarely,Very High,Research & Development,Very High,2,Medical,3,Male,High,3,4.0,Healthcare Representative,4,Married,Low,0,Yes,14.0,3.0,2.0,0,Very High,2,3,Very High,7,4.0,10.0
528,Adult,No,Travel_Frequently,Medium,Sales,Medium,3,Life Sciences,3,Male,Medium,3,2.0,Sales Executive,1,Single,Medium,0,No,14.0,3.0,4.0,0,Low,5,3,Medium,2,1.0,3.0
529,Adult,No,Travel_Rarely,Low,Research & Development,High,5,Life Sciences,2,Female,Low,3,2.0,Manufacturing Director,1,Divorced,Low,3,No,14.0,3.0,3.0,1,Medium,3,3,Low,0,0.0,0.0
530,Adult,Yes,Travel_Rarely,Low,Human Resources,Very High,5,Human Resources,4,Male,Very High,4,1.0,Human Resources,1,Married,Very High,0,No,17.0,3.0,3.0,0,Low,4,3,Low,0,0.0,0.0
531,Adult,No,Travel_Rarely,High,Sales,High,2,Technical Degree,2,Male,Very High,4,2.0,Sales Executive,3,Married,Very High,1,No,21.0,4.0,3.0,2,Medium,5,3,Very High,8,4.0,8.0
532,Adult,No,Travel_Rarely,Low,Research & Development,Very High,2,Technical Degree,3,Male,Medium,2,1.0,Laboratory Technician,1,Divorced,Medium,0,No,14.0,3.0,2.0,3,Low,3,3,Low,1,0.0,0.0
533,Elderly,Yes,Travel_Rarely,Very High,Research & Development,Medium,4,Life Sciences,1,Male,Low,3,1.0,Research Scientist,3,Married,Medium,9,Yes,12.0,3.0,3.0,3,Very High,2,4,Very High,0,2.0,7.0
534,Adult,No,Travel_Rarely,Low,Research & Development,Medium,3,Life Sciences,2,Male,Very High,4,2.0,Manufacturing Director,2,Married,Low,1,Yes,20.0,4.0,2.0,1,Low,0,3,High,2,0.0,3.0
535,Adult,Yes,Travel_Rarely,Low,Research & Development,Low,4,Technical Degree,1,Male,Very High,2,1.0,Research Scientist,1,Single,Low,6,No,13.0,3.0,3.0,0,High,2,1,High,7,0.0,7.0
536,Adult,No,Travel_Rarely,Low,Sales,Low,2,Marketing,4,Male,Low,3,3.0,Sales Executive,2,Single,High,7,No,16.0,3.0,3.0,0,Medium,2,3,Low,0,0.0,0.0
537,Adult,Yes,Travel_Frequently,Low,Human Resources,Very High,4,Life Sciences,2,Female,Medium,3,1.0,Human Resources,3,Divorced,Very High,0,Yes,11.0,3.0,2.0,1,Medium,2,2,High,7,1.0,0.0
538,Adult,No,Travel_Rarely,Low,Research & Development,Low,2,Life Sciences,4,Male,Very High,2,1.0,Laboratory Technician,1,Married,High,1,No,12.0,3.0,3.0,1,Low,3,3,Medium,2,3.0,2.0
539,Elderly,Yes,Travel_Rarely,Medium,Research & Development,High,4,Medical,3,Male,Very High,2,2.0,Research Scientist,2,Married,High,2,No,15.0,3.0,1.0,0,High,3,2,High,2,7.0,7.0
540,Adult,Yes,Travel_Rarely,Low,Sales,Very High,3,Marketing,1,Female,High,3,2.0,Sales Executive,1,Single,Very High,5,No,15.0,3.0,3.0,0,Low,3,3,Low,2,0.0,2.0
541,Young Adult,Yes,Travel_Rarely,Low,Sales,Very High,3,Other,4,Male,Low,2,1.0,Sales Representative,2,Single,Medium,1,Yes,13.0,3.0,2.0,0,Low,3,4,Low,0,0.0,0.0
542,Adult,No,Travel_Rarely,High,Research & Development,High,3,Medical,3,Female,High,3,1.0,Research Scientist,3,Divorced,Medium,5,No,18.0,3.0,2.0,1,Low,2,3,Low,2,2.0,2.0
543,Adult,Yes,Travel_Frequently,High,Sales,Low,3,Life Sciences,4,Female,Medium,3,1.0,Sales Representative,2,Single,Medium,1,Yes,11.0,3.0,1.0,0,Low,2,4,Low,2,2.0,2.0
544,Elderly,No,Travel_Rarely,Medium,Research & Development,Medium,4,Medical,1,Female,Low,2,3.0,Healthcare Representative,4,Married,Low,3,No,14.0,3.0,4.0,1,Very High,4,3,Very High,6,5.0,17.0
545,Elderly,No,Travel_Rarely,High,Human Resources,Medium,2,Medical,2,Male,High,3,2.0,Human Resources,2,Divorced,Medium,8,Yes,22.0,4.0,4.0,1,Very High,2,3,Medium,2,0.0,2.0
546,Adult,No,Travel_Rarely,Low,Research & Development,Medium,4,Other,2,Male,High,3,1.0,Research Scientist,4,Single,Very High,2,No,18.0,3.0,3.0,0,Medium,6,3,High,2,0.0,1.0
547,Adult,No,Travel_Frequently,High,Research & Development,Very High,2,Medical,3,Male,Low,4,2.0,Laboratory Technician,4,Married,Medium,4,No,17.0,3.0,3.0,1,Very High,3,3,Medium,2,0.0,3.0
548,Adult,No,Travel_Frequently,Medium,Research & Development,Medium,2,Life Sciences,4,Female,Very High,3,2.0,Manufacturing Director,2,Divorced,Medium,7,No,13.0,3.0,2.0,3,Very High,3,3,Medium,2,0.0,2.0
549,Adult,Yes,Travel_Rarely,High,Research & Development,Medium,3,Medical,4,Male,High,3,1.0,Laboratory Technician,1,Married,Low,7,Yes,21.0,4.0,4.0,0,Medium,2,1,Low,2,2.0,2.0
550,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,2,Medical,2,Female,Very High,3,2.0,Healthcare Representative,4,Married,Very High,0,Yes,13.0,3.0,1.0,1,Medium,6,3,High,7,8.0,1.0
551,Elderly,No,Travel_Rarely,Very High,Sales,Very High,2,Life Sciences,4,Male,High,3,3.0,Sales Executive,3,Single,Medium,3,Yes,16.0,3.0,4.0,0,Very High,2,3,Low,0,0.0,2.0
552,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,2,Life Sciences,3,Male,Very High,4,5.0,Manager,1,Divorced,High,1,No,14.0,3.0,4.0,2,Very High,4,2,Very High,9,14.0,13.0
553,Adult,No,Non-Travel,High,Sales,Low,5,Medical,4,Female,Low,3,2.0,Sales Executive,4,Single,High,4,No,15.0,3.0,2.0,0,Medium,6,3,Low,0,0.0,0.0
